listing_id,property_id,list_date,status,list_price,listing_agent,description
L908,P672,2022-08-16,Active,67640886,Thomas Torres,Enjoy the bonus room and stainless steel appliances in this lovely property.
L909,P521,2022-12-13,Leased,17797668,Kimberly Lee,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L910,P240,2023-03-30,Sold,35901930,Kevin Olsen,"Charming property offering fireplace, pantry."
L911,P997,2023-12-23,Leased,67785095,Chase Vasquez,Stunning security system and hardwood floors throughout highlight this home's appeal.
L912,P106,2023-12-19,Leased,81052454,Rachel Rivera,Enjoy the bonus room and stainless steel appliances in this lovely property.
L913,P102,2023-09-16,Leased,48174623,Justin Fisher,"Charming property offering fireplace, pantry."
L914,P579,2023-05-27,Pending,69112971,Ashley Davis,"Charming property offering fireplace, pantry."
L915,P496,2023-03-08,Leased,16410336,Mary Cummings,Stunning security system and hardwood floors throughout highlight this home's appeal.
L916,P053,2023-03-18,Active,40446261,John Pennington,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L917,P496,2024-02-12,Pending,2324550,Brian Chen,Enjoy the bonus room and stainless steel appliances in this lovely property.
L918,P870,2022-12-04,Leased,42510313,Jacob Peters,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L919,P503,2022-08-27,Sold,94487521,Timothy Brown,Spacious layout with stone countertops and built-in shelving.
L920,P985,2023-12-16,Leased,82683548,Dr. Gregory Houston,Spacious layout with stone countertops and built-in shelving.
L921,P948,2023-12-09,Sold,63566479,Penny Kelley,"Charming property offering fireplace, pantry."
L922,P051,2022-05-10,Pending,59198880,Victoria Davies,Stunning security system and hardwood floors throughout highlight this home's appeal.
L923,P669,2022-11-20,Active,3765311,Holly Acevedo,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L924,P582,2023-07-17,Leased,72714115,Gary Hicks,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L925,P623,2022-06-23,Leased,48734343,Julian Torres,Relax in the exercise room or entertain in the granite countertops of this home.
L926,P873,2024-01-17,Active,94078536,Mary Wilkerson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L927,P586,2022-12-01,Leased,78962460,Wendy Berry,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L928,P267,2023-03-05,Leased,47889455,Laura Larson,Enjoy the bonus room and stainless steel appliances in this lovely property.
L929,P090,2022-11-13,Sold,91415539,Abigail King,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L930,P679,2022-11-20,Leased,38834314,Brian Johnson,Relax in the exercise room or entertain in the granite countertops of this home.
L931,P632,2023-05-15,Leased,60243493,Joseph Gilmore,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L932,P663,2022-05-11,Pending,51243129,Charles Butler,Enjoy the bonus room and stainless steel appliances in this lovely property.
L933,P036,2024-01-02,Sold,49675748,Jill Perez,Relax in the exercise room or entertain in the granite countertops of this home.
L934,P812,2023-09-28,Active,63258461,Kristin Rodriguez,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L935,P741,2023-01-07,Leased,24881265,Jonathan Golden,"Modern design with bonus room, pool with sundeck, breakfast nook."
L936,P075,2023-04-27,Pending,7023776,Thomas Mcintosh,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L937,P277,2022-10-06,Sold,17293397,Rachel Bradley,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L938,P832,2022-04-21,Sold,46615540,Loretta Bush,"Charming property offering fireplace, pantry."
L939,P513,2023-03-14,Sold,44517275,Craig Briggs,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L940,P016,2024-02-02,Active,92175445,Mallory Mcknight,Relax in the exercise room or entertain in the granite countertops of this home.
L941,P050,2023-02-14,Pending,67273619,Cody Richards,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L942,P568,2022-11-11,Sold,64763693,William Jacobs,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L943,P329,2023-04-08,Sold,83241574,Nicholas Frazier,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L944,P167,2023-03-06,Active,20495858,Adam Valdez,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L945,P801,2023-05-28,Leased,8816059,Matthew Gomez,Relax in the exercise room or entertain in the granite countertops of this home.
L946,P203,2023-01-12,Pending,4856480,Anita Hurley,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L947,P454,2022-08-10,Pending,89803099,Brian Rowland,"Modern design with bonus room, pool with sundeck, breakfast nook."
L948,P929,2023-08-09,Pending,5170826,Gina Young,Stunning security system and hardwood floors throughout highlight this home's appeal.
L949,P309,2023-06-04,Pending,55487151,Vincent Mccullough,"Modern design with bonus room, pool with sundeck, breakfast nook."
L950,P142,2022-04-06,Pending,34948041,David Cole,Stunning security system and hardwood floors throughout highlight this home's appeal.
L951,P360,2023-05-22,Leased,22251731,Mandy Franklin,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L952,P518,2022-07-05,Sold,2603774,John Jones,Stunning security system and hardwood floors throughout highlight this home's appeal.
L953,P948,2022-06-26,Pending,40997596,Jasmine Hancock,Stunning security system and hardwood floors throughout highlight this home's appeal.
L954,P594,2023-03-27,Pending,77724452,Andrea Moore,"Modern design with bonus room, pool with sundeck, breakfast nook."
L955,P056,2022-07-03,Active,96047488,Amy Wong,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L956,P438,2023-05-31,Pending,10408011,John Nunez,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L957,P473,2022-07-15,Sold,75845737,Antonio Freeman,Spacious layout with stone countertops and built-in shelving.
L958,P614,2022-07-16,Leased,99703305,Joshua Hill,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L959,P344,2023-01-30,Leased,98362367,Sheila Lindsey,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L960,P029,2022-12-08,Leased,20770549,Ryan Spence,Enjoy the bonus room and stainless steel appliances in this lovely property.
L961,P252,2022-10-03,Active,55303315,Austin Graham,"Modern design with bonus room, pool with sundeck, breakfast nook."
L962,P442,2022-06-09,Pending,40724798,Kari Holt,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L963,P713,2022-04-18,Active,18897814,Zachary Brennan,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L964,P045,2023-05-18,Active,93852021,Robert Lopez,Relax in the exercise room or entertain in the granite countertops of this home.
L965,P704,2022-03-14,Leased,4696939,Susan Jones,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L966,P781,2022-08-28,Leased,56008696,Connie Johnson,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L967,P291,2023-08-13,Active,65623469,Donna Eaton,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L968,P596,2023-03-06,Active,48521004,David Perry,Stunning security system and hardwood floors throughout highlight this home's appeal.
L969,P048,2024-01-06,Leased,52562834,Shawn Johnson,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L970,P959,2023-06-04,Active,87428522,Andrew Brown,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L971,P399,2022-10-05,Active,46259778,Stephanie Harmon,Enjoy the bonus room and stainless steel appliances in this lovely property.
L972,P352,2022-06-27,Pending,9161674,Joseph Reeves,Enjoy the bonus room and stainless steel appliances in this lovely property.
L973,P253,2022-11-13,Leased,40163250,Michael Fuentes,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L974,P821,2023-09-18,Leased,81179137,Julie Horn,Enjoy the bonus room and stainless steel appliances in this lovely property.
L975,P455,2022-10-24,Pending,91493800,Misty Stout,Enjoy the bonus room and stainless steel appliances in this lovely property.
L976,P969,2023-07-16,Leased,40086461,William Hart,"Modern design with bonus room, pool with sundeck, breakfast nook."
L977,P251,2023-03-20,Pending,91400034,Autumn Camacho,"Modern design with bonus room, pool with sundeck, breakfast nook."
L978,P715,2022-10-21,Active,93330804,Michael Jacobs,Enjoy the bonus room and stainless steel appliances in this lovely property.
L979,P165,2022-08-27,Active,54785811,Darrell Richards,Relax in the exercise room or entertain in the granite countertops of this home.
L980,P497,2023-01-15,Pending,82447557,Anthony Stuart,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L981,P989,2023-07-25,Active,83320418,Tabitha Paul,Enjoy the bonus room and stainless steel appliances in this lovely property.
L982,P196,2023-06-28,Leased,77882036,Savannah Fuentes,Stunning security system and hardwood floors throughout highlight this home's appeal.
L983,P983,2022-05-22,Leased,63922240,Christopher Fuentes,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L984,P457,2022-03-23,Sold,1233002,Christina Hensley,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L985,P034,2023-05-31,Sold,56747494,Christina Cross,Stunning security system and hardwood floors throughout highlight this home's appeal.
L986,P317,2023-12-07,Leased,28466635,Evan Beck,Stunning security system and hardwood floors throughout highlight this home's appeal.
L987,P421,2024-01-22,Sold,40724949,Rachel Bridges,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L988,P398,2022-10-13,Pending,50697259,Tyler Wilson,"Modern design with bonus room, pool with sundeck, breakfast nook."
L989,P719,2022-07-07,Leased,28052079,Jessica Smith,Stunning security system and hardwood floors throughout highlight this home's appeal.
L990,P521,2023-05-29,Pending,78945577,Emily Lee,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L991,P632,2023-07-06,Sold,56852234,Mr. Matthew Walters,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L992,P266,2022-10-03,Sold,88743368,Michael Reed,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L993,P657,2023-08-31,Active,19513792,Victoria Burns,"Modern design with bonus room, pool with sundeck, breakfast nook."
L994,P491,2023-08-09,Leased,18552902,Donald Armstrong,"Modern design with bonus room, pool with sundeck, breakfast nook."
L995,P849,2022-06-16,Sold,68602419,Christina Castaneda,"Modern design with bonus room, pool with sundeck, breakfast nook."
L996,P059,2022-05-01,Sold,49666787,Renee Knight,Relax in the exercise room or entertain in the granite countertops of this home.
L997,P110,2023-06-22,Sold,38220569,Scott Williams,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L998,P908,2022-08-10,Active,72577129,Kelly Morton,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L999,P343,2023-09-22,Active,95662465,Amanda Simmons,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1000,P512,2022-08-25,Pending,76127381,Stacie Kent,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1001,P180,2022-10-05,Sold,62559510,Gary Hernandez,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1002,P194,2022-03-05,Sold,51843562,Tammie Hill,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1003,P087,2022-11-12,Pending,59205442,Jennifer Jackson,Relax in the exercise room or entertain in the granite countertops of this home.
L1004,P484,2023-06-15,Pending,19366822,Robert Johnson,"Charming property offering fireplace, pantry."
L1005,P011,2023-04-05,Active,91702541,David Martin,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1006,P275,2023-03-03,Active,45118015,Frank French,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1007,P109,2023-10-03,Sold,59599176,Nicholas Henry,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1008,P219,2023-04-13,Sold,88035702,Austin Peterson,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1009,P133,2022-08-24,Leased,83066416,Peter Chan,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1010,P422,2024-01-08,Pending,84555952,Amy Glover,Spacious layout with stone countertops and built-in shelving.
L1011,P202,2023-10-17,Leased,21499267,Garrett Byrd,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1012,P022,2024-02-06,Pending,64998585,Kimberly Brandt,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1013,P537,2023-09-25,Active,8827423,Kristina Sweeney,"Charming property offering fireplace, pantry."
L1014,P559,2022-03-03,Sold,44175276,Eric Howell,Relax in the exercise room or entertain in the granite countertops of this home.
L1015,P833,2024-02-04,Active,56096717,Kevin Alvarez,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1016,P044,2024-02-10,Leased,90487078,Tyler Martinez,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1017,P063,2024-01-24,Sold,8412642,Mandy Carlson,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1018,P322,2022-05-22,Leased,26973313,Ashley Young,Spacious layout with stone countertops and built-in shelving.
L1019,P417,2023-03-15,Active,75591838,Raymond James,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1020,P407,2023-08-30,Active,29808492,Debra Owens,"Charming property offering fireplace, pantry."
L1021,P378,2023-04-14,Pending,75718782,Amy James,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1022,P115,2022-08-10,Pending,18645881,Tanner Walker,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1023,P674,2024-01-31,Leased,72309872,Linda Taylor,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1024,P370,2023-12-18,Leased,11100947,Andres Johnson,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1025,P230,2022-08-14,Active,94454592,Elizabeth Crawford,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1026,P771,2022-03-08,Leased,85669014,Frank Hall,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1027,P591,2023-03-22,Sold,8432379,Whitney Miller,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1028,P004,2023-06-05,Pending,5161393,James Jones,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1029,P370,2022-05-31,Sold,85416625,Robert Martinez,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1030,P932,2023-05-08,Leased,74559867,Brittany Mcdonald,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1031,P873,2022-08-15,Sold,56150917,Alicia Fischer,Spacious layout with stone countertops and built-in shelving.
L1032,P971,2022-08-31,Sold,88574800,Mrs. Jessica Jenkins MD,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1033,P664,2023-04-06,Leased,90641338,Joseph Coffey,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1034,P120,2023-01-07,Active,27680313,Nancy Knight,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1035,P382,2022-10-09,Leased,91944068,Jessica Werner,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1036,P862,2023-01-23,Leased,97187197,Christine Harris,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1037,P787,2023-04-20,Leased,57587159,Alexis Rivera,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1038,P897,2022-07-10,Leased,60755807,Jeffery Riddle,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1039,P141,2022-02-22,Leased,74306764,Michael Peterson,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1040,P333,2022-08-29,Pending,14790474,Rachel Reeves,"Charming property offering fireplace, pantry."
L1041,P135,2022-12-18,Sold,87096072,Andrea Jones,"Charming property offering fireplace, pantry."
L1042,P077,2022-07-31,Pending,18511327,Kimberly Burke,Relax in the exercise room or entertain in the granite countertops of this home.
L1043,P728,2023-01-14,Sold,93281807,Anthony Wilson,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1044,P948,2022-04-11,Pending,54146127,Michelle James,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1045,P507,2023-01-15,Leased,50173788,Michael White,"Charming property offering fireplace, pantry."
L1046,P256,2022-07-14,Sold,64591356,Thomas Hill,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1047,P018,2022-08-06,Active,45731125,Jeffery Mckinney,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1048,P714,2022-11-15,Sold,22054224,William Graham,Relax in the exercise room or entertain in the granite countertops of this home.
L1049,P413,2023-05-28,Sold,55801950,Andrew Miller,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1050,P849,2023-01-02,Active,7174188,Nicole Cline,Spacious layout with stone countertops and built-in shelving.
L1051,P431,2022-10-13,Sold,10686182,Barbara Davidson,Relax in the exercise room or entertain in the granite countertops of this home.
L1052,P567,2023-05-16,Active,58975188,Sandra Foster,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1053,P312,2023-11-23,Active,18963532,Christopher Baker IV,"Charming property offering fireplace, pantry."
L1054,P448,2023-03-08,Active,87582488,Mark Franklin,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1055,P716,2022-07-20,Pending,72534384,Linda Mccoy,"Charming property offering fireplace, pantry."
L1056,P827,2022-06-09,Pending,59511559,William Blanchard,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1057,P558,2023-11-16,Sold,3336959,Colton Keller,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1058,P018,2022-08-30,Sold,82556820,Michael Richmond,"Charming property offering fireplace, pantry."
L1059,P121,2024-01-26,Active,10019269,Amy Green,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1060,P339,2022-09-07,Pending,27581649,James Smith,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1061,P326,2022-10-07,Sold,75591452,Angela Ruiz,"Charming property offering fireplace, pantry."
L1062,P142,2022-08-14,Active,95007469,Alexandra Avery,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1063,P979,2023-03-30,Leased,24351334,Ross Cabrera,"Charming property offering fireplace, pantry."
L1064,P190,2023-04-23,Active,21533565,Jill English,Spacious layout with stone countertops and built-in shelving.
L1065,P078,2022-10-12,Active,49852606,Adam Garcia,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1066,P771,2022-10-22,Pending,22624374,Dana Reid,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1067,P399,2022-11-19,Pending,56275041,Caroline Fernandez,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1068,P419,2022-06-26,Leased,62219838,Christy Townsend,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1069,P814,2023-09-06,Leased,77537558,Michael Garcia,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1070,P475,2022-12-11,Pending,42202956,Corey Warren,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1071,P056,2023-11-22,Leased,1614979,Kelly Rojas,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1072,P954,2023-08-08,Sold,19452193,David Moore,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1073,P847,2023-01-13,Leased,38176209,Mrs. Jamie Levy,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1074,P969,2023-11-23,Leased,25464471,Ronald Jackson,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1075,P684,2023-09-19,Sold,35235313,Carmen Walters,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1076,P437,2022-09-03,Pending,27917769,Bryan Hutchinson,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1077,P721,2022-06-16,Leased,90762981,Kimberly Hayes,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1078,P687,2023-02-08,Leased,32588184,Devon Holland,Relax in the exercise room or entertain in the granite countertops of this home.
L1079,P903,2023-03-08,Active,26313355,Julie Robinson MD,"Charming property offering fireplace, pantry."
L1080,P588,2023-12-05,Pending,91319839,Allison Vaughn,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1081,P879,2022-02-13,Leased,47629456,Bradley Daniels,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1082,P957,2022-04-29,Pending,26367109,Victoria Clayton,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1083,P809,2022-05-28,Active,86605406,Diane Gibson,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1084,P459,2022-06-09,Active,4754812,Mathew Small,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1085,P691,2022-11-15,Pending,81748844,Pamela Allen,Relax in the exercise room or entertain in the granite countertops of this home.
L1086,P152,2022-08-07,Leased,98692669,Rhonda Hill,"Charming property offering fireplace, pantry."
L1087,P174,2023-11-09,Active,80168423,John Hood,Spacious layout with stone countertops and built-in shelving.
L1088,P651,2023-01-15,Active,95359944,Natalie Hill,"Charming property offering fireplace, pantry."
L1089,P039,2023-08-02,Leased,39917945,Kyle Miller,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1090,P166,2022-11-19,Active,74203328,Diana Martinez,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1091,P850,2022-12-09,Active,91818186,Lonnie Fletcher,Spacious layout with stone countertops and built-in shelving.
L1092,P731,2022-05-25,Sold,80237815,Deborah Taylor,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1093,P055,2022-11-20,Leased,76054750,Lauren Mora,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1094,P350,2024-01-15,Active,63394652,Sarah Fernandez,Spacious layout with stone countertops and built-in shelving.
L1095,P514,2022-09-07,Sold,22240930,Joel Sullivan,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1096,P574,2023-03-30,Pending,30769646,Norma Donovan,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1097,P868,2023-07-23,Active,14944366,Dennis Rodgers,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1098,P594,2022-09-26,Sold,21588694,Tyler Phillips,Spacious layout with stone countertops and built-in shelving.
L1099,P243,2022-12-15,Pending,11096896,John Scott,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1100,P538,2023-01-02,Sold,8367183,Sharon Henderson MD,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1101,P222,2022-06-18,Leased,53926040,Ernest Fernandez MD,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1102,P631,2024-01-12,Active,77570939,Sonya Chandler,"Charming property offering fireplace, pantry."
L1103,P029,2023-02-26,Sold,24674493,Megan White,"Charming property offering fireplace, pantry."
L1104,P283,2023-07-16,Active,63449059,Brooke Brown,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1105,P747,2022-04-22,Pending,49837201,Richard Clark,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1106,P462,2023-06-27,Pending,82745028,Rachel Blackwell,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1107,P872,2022-12-07,Sold,57631266,Amanda Henson,"Charming property offering fireplace, pantry."
L1108,P398,2022-12-07,Pending,41587715,Larry Kirk,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1109,P185,2022-12-30,Pending,35034365,Allison Anderson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1110,P331,2023-01-13,Sold,76829801,Kathy Sweeney,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1111,P154,2023-07-21,Active,35851840,Heather Watkins,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1112,P281,2022-04-18,Active,83598824,Brian Rubio,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1113,P440,2022-05-11,Leased,41475507,Karen Barton,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1114,P271,2022-03-24,Leased,52403339,Joshua Bowen,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1115,P661,2022-05-02,Active,72677049,Jill Martinez,Relax in the exercise room or entertain in the granite countertops of this home.
L1116,P222,2024-02-10,Active,13786812,William Arias,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1117,P566,2022-10-08,Sold,60909149,Daniel Wilson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1118,P892,2022-08-08,Pending,49316741,Stephen Reed,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1119,P966,2023-10-12,Active,5468347,Janice Ward,"Charming property offering fireplace, pantry."
L1120,P712,2023-08-29,Pending,25282689,Gina Reyes,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1121,P252,2022-04-09,Pending,7466534,Paula Dean,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1122,P705,2023-05-06,Leased,34189609,Todd Rush,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1123,P269,2023-01-24,Sold,37338360,Brad Chen,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1124,P263,2022-07-29,Pending,86533294,Olivia Mejia,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1125,P190,2023-08-11,Leased,33071951,Daniel Mckinney,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1126,P552,2023-06-28,Pending,58117639,Stephen Sullivan,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1127,P163,2022-09-08,Active,13744740,Stephanie Wallace,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1128,P817,2023-11-02,Pending,23142286,Jacob Baker,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
